2023-10-11T15:57:17.224067~2023-10-11T20:38:16.321660500~Hi! everyone.~2023-10-12T02:22:38.815439500
2023-10-11T15:57:17.224067~2023-10-11T20:44:26.679350600~Hi! everyone.~2023-10-12T02:22:50.200938700
2023-10-11T16:01:13.479276~2023-10-11T20:38:16.321660500~Could you tell the detail?~2023-10-12T02:24:10.105792500
2023-10-11T16:01:13.479276~2023-10-11T20:40:14.503893200~Could you tell the detail?~2023-10-12T02:24:25.151179600
2023-10-11T16:01:13.479276~2023-10-11T20:59:06.398219600~Could you tell the detail?~2023-10-12T02:24:32.870089
2023-10-11T16:05:31.551557~2023-10-11T20:38:16.321660500~Could you tell the detail?~2023-10-12T02:26:07.682781600
2023-10-11T16:05:31.551557~2023-10-11T20:40:14.503893200~Wut should we do?~2023-10-12T02:26:54.661367500
2023-10-11T16:05:31.551557~2023-10-11T20:59:06.398219600~Wut should we do?~2023-10-12T02:27:01.413795200
2023-10-07T18:16:04.259677~2023-10-11T20:38:56.466200100~Wut should we do?~2023-10-12T02:28:37.737124100
2023-10-07T21:21:33.611540~2023-10-12T02:40:54.908752~Welcome.~2023-10-12T02:41:12.584258900
2023-10-11T21:31:04.109270800~2023-10-12T02:40:54.908752~How I can help?~2023-10-12T02:44:37.458329400
2023-10-11T15:57:17.224067~2023-10-12T02:40:54.908752~How I can help???~2023-10-12T02:46:03.694105
2023-10-07T21:21:33.611540~2023-10-12T02:40:54.908752~I will tell you asap.~2023-10-12T02:47:55.852102100
2023-10-11T16:04:41.600500~2023-10-12T14:17:40.202143~Welcome!!!!~2023-10-12T14:35:04.780970
2023-10-11T16:04:41.600500~2023-10-12T14:17:56.418414~Welcome!!!!~2023-10-12T14:35:10.241312
2023-10-07T21:21:33.611540~2023-10-12T14:17:40.202143~Hello sir,I'am Title.~2023-10-12T14:36:04.414479
2023-10-11T15:57:17.224067~2023-10-12T14:17:40.202143~Hi everyone.~2023-10-12T14:37:23.284088
2023-10-11T15:57:17.224067~2023-10-12T14:17:40.202143~I'm Ekk.~2023-10-12T14:37:39.203101
2023-10-07T18:16:04.259677~2023-10-12T14:17:56.418414~Hello.~2023-10-12T14:38:54.197875
